date,week_num,month_num,account,local_vendor_code,article_id,subject_name,price_with_disc,spp,orders_sum_rub,orders_count,profit_by_orders,profit_by_cond_orders,sales_sum,sales_count,profit_by_cond_sales,open_card_count,add_to_cart_count,to_cart_convers,to_orders_convers,manager,promo_title,promo_status,central,south,privolzhskiy,north_caucase,total_quantity,central_fo_orders,south_fo_orders,privolzhskiy_fo_orders,north_caucase_fo_orders,far_eastern_fo_orders,ural_fo_orders,north_west_fo_orders,syberian_fo_orders,purchase_price,kgvp_marketplace,ind_comission_fbo,logistic_from_wb_wh_to_opp,fbo_orders,fbs_orders,rating,end_of_day_balance,in_way_to_client,in_way_from_client,clicks,views,ctr,cpc,cpm,adv_spend,bonuses,sales_revenue_rep,wb_commission_rep,logistics,sales_count_rep,returns_count_rep,cost_price_sales_fin_rep,cost_price_returns_fin_rep,sales_profit_cond_rep
2026-06-27,26.0,6.0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
